rank,risk_score,priority,new_status,changed,pred_priority,p_low,p_medium,p_high,blocked,n_history,work_order_id,asset_type,work_type,status,cause,street_class,district,address,date_initiated,age_days,needs_traffic_control,needs_nsp,waiting_tender,is_storm,match_conf,species_common,dbh_class,wires,is_ash,max_dbh_25m,any_wires_25m,exposure,x,y,new_description
54,67.5,Low,High,True,High,0.02492836011020233,0.04184113492404945,0.9332305049657482,False,1184,434752,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MAJOR COLLECTOR,5,"430 WINDMILL RD, DARTMOUTH",2025-12-22 12:00:00,263,False,False,False,False,low,,,,,5.0,True,0.335,-7079702.633,5571880.722,"Low -> High: model predicts High (93%). Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: major collector road."
55,67.5,Low,High,True,High,0.02492836011020233,0.04184113492404945,0.9332305049657482,False,1184,434756,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MAJOR COLLECTOR,5,"441 WINDMILL RD, DARTMOUTH",2025-12-22 12:00:00,263,False,False,False,False,low,,,,,5.0,True,0.335,-7079706.61,5571878.803,"Low -> High: model predicts High (93%). Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: major collector road."
56,66.9,Low,High,True,High,0.02711676446468887,0.04882443517860668,0.9240588003567044,False,1184,434748,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MAJOR COLLECTOR,5,"441 WINDMILL RD, DARTMOUTH",2025-12-22 12:00:00,263,False,False,False,False,low,,,,,5.0,True,0.335,-7079713.903,5571875.05,"Low -> High: model predicts High (92%). Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: major collector road."
57,66.7,High,High,False,High,0.008872686723093604,0.04878886085299033,0.9423384524239161,False,1184,464270,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,8,"6155 NORTH ST, HALIFAX",2026-09-01 12:00:00,10,False,False,False,False,med,Norway Maple,2.0,True,False,5.0,True,0.5,-7079625.861,5567052.219,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road, under wires Norway Maple at site."
58,66.4,High,High,False,High,0.010666198113275516,0.052195479530709556,0.937138322356015,False,1184,464271,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,8,"2601 ROBIE ST, HALIFAX",2026-09-01 12:00:00,10,False,False,False,False,med,American Elm,6.0,True,False,7.0,True,0.5,-7079345.575,5567330.38,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road, under wires American Elm at site."
59,66.3,High,High,False,High,0.004877395166267111,0.009922058896401194,0.9852005459373316,False,1184,439701,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MINOR COLLECTOR,5,"66 CRICHTON AVE, DARTMOUTH",2026-02-09 12:00:00,214,False,False,False,False,low,,,,,6.0,True,0.165,-7075895.818,5569830.997,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low."
60,66.0,High,High,False,High,0.004636570356220551,0.014744349410763833,0.9806190802330156,False,1184,439698,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MINOR COLLECTOR,5,"107 CRICHTON AVE, DARTMOUTH",2026-02-09 12:00:00,214,False,False,False,False,none,,,,,5.0,True,0.165,-7075928.51,5570887.391,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low."
61,66.0,High,High,False,High,0.0050959396078935,0.01488107662748874,0.9800229837646176,False,1184,439702,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MINOR COLLECTOR,5,"135 HAWTHORNE ST, DARTMOUTH",2026-02-09 12:00:00,214,False,False,False,False,med,Green Ash,6.0,False,True,7.0,True,0.165,-7075920.734,5570438.738,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: Green Ash at site."
62,65.9,High,High,False,High,0.006813904278324133,0.06527870910098983,0.927907386620686,False,1184,464266,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,9,"6364 NORTH ST, HALIFAX",2026-09-01 12:00:00,10,False,False,False,False,med,American Elm,6.0,True,False,7.0,True,0.5,-7080205.974,5566457.799,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road, under wires American Elm at site."
63,65.8,High,High,False,High,0.00777394772952438,0.06510976464808657,0.927116287622389,False,1184,464268,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,9,"6339 NORTH ST, HALIFAX",2026-09-01 12:00:00,10,False,False,False,False,med,American Elm,6.0,True,False,6.0,True,0.5,-7080018.766,5566665.643,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road, under wires American Elm at site."
64,65.7,High,High,False,High,0.003785229320381385,0.016495264422611882,0.9797195062570067,False,1184,441488,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MINOR COLLECTOR,5,"45 OCHTERLONEY ST, DARTMOUTH",2026-02-27 12:00:00,196,False,False,False,False,none,,,,,3.0,False,0.165,-7076415.385,5569183.751,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low."
65,65.6,High,High,False,High,0.00709157497383385,0.022183362906151513,0.9707250621200146,False,1184,438947,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MINOR COLLECTOR,6,"21 VALLEYFIELD RD, DARTMOUTH",2026-02-02 12:00:00,221,False,False,False,False,low,,,,,3.0,True,0.165,-7072595.594,5571147.076,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low."
66,65.5,High,High,False,High,0.006755846442747535,0.027737035911734452,0.9655071176455179,False,1184,437381,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MINOR COLLECTOR,6,"26 MAJOR ST, DARTMOUTH",2026-01-19 12:00:00,235,False,False,False,False,low,,,,,4.0,True,0.165,-7073687.022,5571986.065,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low."
67,65.3,High,High,False,High,0.02627963383680751,0.10192984713999774,0.8717905190231947,False,1184,426227,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MAJOR COLLECTOR,3,"179 PLEASANT ST, DARTMOUTH",2025-10-01 12:00:00,345,False,False,False,False,med,Northern Hackberry,3.0,True,False,8.0,True,0.335,-7074689.541,5568390.093,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: major collector road, under wires Northern Hackberry at site."
68,65.3,High,High,False,High,0.012845500933073403,0.11545441504676224,0.8717000840201644,False,1184,426239,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MAJOR COLLECTOR,5,"MOUNT HOPE AVE & PLEASANT ST, DARTMOUTH",2025-10-01 12:00:00,345,False,False,False,False,med,Ginkgo,1.0,True,False,1.0,True,0.335,-7074148.144,5567058.646,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: major collector road, under wires Ginkgo at site."
69,65.3,High,High,False,High,0.027939097706359224,0.04240024770576468,0.9296606545878762,False,1184,446386,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MAJOR COLLECTOR,12,"15 LAKELANDS BLVD, BEECHVILLE",2026-04-08 12:00:00,156,False,False,False,False,low,,,,,3.0,True,0.335,-7087601.617,5564638.372,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: major collector road."
70,65.1,High,High,False,High,0.02953975546716022,0.04497046028864526,0.9254897842441944,False,1184,446378,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MAJOR COLLECTOR,12,"22 BEECHVILLE PARK DR, BEECHVILLE",2026-04-08 12:00:00,156,False,False,False,False,low,,,,,2.0,True,0.335,-7089775.13,5565194.139,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: major collector road."
71,63.7,High,High,False,High,0.010184662094096603,0.040507773150739695,0.9493075647551636,False,1184,442485,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MINOR COLLECTOR,15,"8 WALKER AVE, LOWER SACKVILLE",2026-03-09 12:00:00,186,False,False,False,False,none,,,,,,False,0.165,-7090695.251,5585288.298,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low."
72,63.7,High,High,False,High,0.010184662094096603,0.040507773150739695,0.9493075647551636,False,1184,442489,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MINOR COLLECTOR,15,"772 OLD SACKVILLE RD, LOWER SACKVILLE",2026-03-09 12:00:00,186,False,False,False,False,none,,,,,,False,0.165,-7090824.141,5585403.524,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low."
73,63.5,Low,High,True,High,0.01700331896399849,0.01254491228097975,0.9704517687550217,False,1184,431722,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,,4,"126 ASTRAL DR, COLE HARBOUR",2025-11-25 12:00:00,290,False,False,False,False,med,Black Walnut,1.0,True,False,3.0,True,0.0,-7066882.29,5567754.897,"Low -> High: model predicts High (97%). Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: under wires Black Walnut at site."
74,63.4,Low,High,True,High,0.010982840442327512,0.012671487710949602,0.9763456718467228,False,1184,434754,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,,5,"460 WINDMILL RD, DARTMOUTH",2025-12-22 12:00:00,263,False,False,False,False,none,,,,,,False,0.0,-7079782.354,5572281.139,"Low -> High: model predicts High (98%). Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low."
75,63.4,Low,High,True,High,0.010982840442327512,0.012671487710949602,0.9763456718467228,False,1184,434760,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,,5,"465 PRINCESS MARGARET BLVD, DARTMOUTH",2025-12-22 12:00:00,263,False,False,False,False,none,,,,,,False,0.0,-7080358.764,5572247.309,"Low -> High: model predicts High (98%). Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low."
76,63.4,Low,High,True,High,0.010982840442327512,0.012671487710949602,0.9763456718467228,False,1184,434761,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,,5,"465 PRINCESS MARGARET BLVD, DARTMOUTH",2025-12-22 12:00:00,263,False,False,False,False,none,,,,,,False,0.0,-7080354.514,5572246.426,"Low -> High: model predicts High (98%). Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low."
77,63.4,Low,High,True,High,0.010982840442327512,0.012671487710949602,0.9763456718467228,False,1184,434763,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,,5,"465 PRINCESS MARGARET BLVD, DARTMOUTH",2025-12-22 12:00:00,263,False,False,False,False,none,,,,,,False,0.0,-7080348.454,5572242.382,"Low -> High: model predicts High (98%). Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low."
78,63.4,Low,High,True,High,0.010982840442327512,0.012671487710949602,0.9763456718467228,False,1184,434764,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,,5,"465 PRINCESS MARGARET BLVD, DARTMOUTH",2025-12-22 12:00:00,263,False,False,False,False,none,,,,,,False,0.0,-7080344.102,5572243.146,"Low -> High: model predicts High (98%). Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low."
79,63.4,Low,High,True,High,0.010982840442327512,0.012671487710949602,0.9763456718467228,False,1184,434765,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,,5,"465 PRINCESS MARGARET BLVD, DARTMOUTH",2025-12-22 12:00:00,263,False,False,False,False,none,,,,,,False,0.0,-7080333.224,5572241.86,"Low -> High: model predicts High (98%). Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low."
80,63.4,Low,High,True,High,0.010982840442327512,0.012671487710949602,0.9763456718467228,False,1184,434772,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,,5,"465 PRINCESS MARGARET BLVD, DARTMOUTH",2025-12-22 12:00:00,263,False,False,False,False,none,,,,,,False,0.0,-7080342.462,5572243.764,"Low -> High: model predicts High (98%). Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low."
81,63.3,Low,High,True,High,0.00889293413062514,0.02448341386841988,0.9666236520009549,False,1184,431804,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,LOCAL STREET,4,"3 AFTON CRT, COLE HARBOUR",2025-11-25 12:00:00,290,False,False,False,False,med,Eastern Hophornbeam,1.0,True,False,5.0,True,0.0,-7067432.906,5569279.016,"Low -> High: model predicts High (97%). Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: under wires Eastern Hophornbeam at site."
82,63.3,High,High,False,High,0.012509426926621561,0.03493441430508959,0.9525561587682888,False,1184,446392,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MINOR COLLECTOR,12,"SUSIE LAKE CRES & HORSESHOE LAKE DR, BEECHVILLE",2026-04-08 12:00:00,156,False,False,False,False,none,,,,,,False,0.165,-7088330.693,5565916.536,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low."
83,63.3,High,High,False,High,0.012509426926621561,0.03493441430508959,0.9525561587682888,False,1184,446394,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MINOR COLLECTOR,12,"20 HORSESHOE LAKE DR, BEECHVILLE",2026-04-08 12:00:00,156,False,False,False,False,none,,,,,,False,0.165,-7088329.288,5565897.051,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low."
84,63.3,High,High,False,High,0.012509426926621561,0.03493441430508959,0.9525561587682888,False,1184,446395,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MINOR COLLECTOR,12,"20 HORSESHOE LAKE DR, BEECHVILLE",2026-04-08 12:00:00,156,False,False,False,False,none,,,,,,False,0.165,-7088332.48,5565895.657,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low."
85,63.3,High,High,False,High,0.012509426926621561,0.03493441430508959,0.9525561587682888,False,1184,446397,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MINOR COLLECTOR,12,"300 HORSESHOE LAKE DR, BEECHVILLE",2026-04-08 12:00:00,156,False,False,False,False,none,,,,,,False,0.165,-7087924.62,5564707.679,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low."
86,63.3,High,High,False,High,0.012509426926621561,0.03493441430508959,0.9525561587682888,False,1184,446398,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MINOR COLLECTOR,12,"300 HORSESHOE LAKE DR, BEECHVILLE",2026-04-08 12:00:00,156,False,False,False,False,none,,,,,,False,0.165,-7087931.625,5564699.631,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low."
87,63.3,High,High,False,High,0.012509426926621561,0.03493441430508959,0.9525561587682888,False,1184,446399,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MINOR COLLECTOR,12,"350 HORSESHOE LAKE DR, BEECHVILLE",2026-04-08 12:00:00,156,False,False,False,False,none,,,,,,False,0.165,-7087933.735,5564673.046,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low."
88,63.3,High,High,False,High,0.012509426926621561,0.03493441430508959,0.9525561587682888,False,1184,446400,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MINOR COLLECTOR,12,"350 HORSESHOE LAKE DR, BEECHVILLE",2026-04-08 12:00:00,156,False,False,False,False,none,,,,,,False,0.165,-7087926.912,5564669.055,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low."
89,63.3,High,High,False,High,0.012509426926621561,0.03493441430508959,0.9525561587682888,False,1184,446401,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MINOR COLLECTOR,12,"350 HORSESHOE LAKE DR, BEECHVILLE",2026-04-08 12:00:00,156,False,False,False,False,none,,,,,,False,0.165,-7087891.487,5564667.709,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low."
90,63.2,Low,High,True,High,0.011569272761909768,0.015420793874152478,0.9730099333639377,False,1184,434745,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,,5,"59 FARRELL ST, DARTMOUTH",2025-12-22 12:00:00,263,False,False,False,False,none,,,,,3.0,True,0.0,-7078553.086,5571209.638,"Low -> High: model predicts High (97%). Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low."
91,63.2,High,High,False,High,0.010554503608961523,0.04779172010973816,0.9416537762813003,False,1184,442492,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MINOR COLLECTOR,15,"33 OLD SACKVILLE RD, LOWER SACKVILLE",2026-03-09 12:00:00,186,False,False,False,False,none,,,,,3.0,True,0.165,-7087190.92,5582764.854,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low."
92,63.1,Low,High,True,High,0.011096842673756248,0.02522328806851227,0.9636798692577315,False,1184,431838,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,LOCAL STREET,4,"2 AFTON CRT, COLE HARBOUR",2025-11-25 12:00:00,290,False,False,False,False,low,,,,,5.0,True,0.0,-7067428.032,5569277.06,"Low -> High: model predicts High (96%). Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low."
93,63.0,High,High,False,High,0.02157291902411052,0.09997028068058862,0.8784568002953008,False,1184,462884,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,8,"5755 YOUNG ST, HALIFAX",2026-08-24 12:00:00,18,False,False,False,False,low,,,,,5.0,True,0.5,-7080052.658,5568256.864,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road."
94,62.7,High,High,False,High,0.01033322367520667,0.05978844855432444,0.929878327770469,False,1184,464267,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,MAJOR COLLECTOR,9,"2619 OXFORD ST, HALIFAX",2026-09-01 12:00:00,10,False,False,False,False,low,,,,,7.0,True,0.335,-7080215.566,5566465.64,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: major collector road."
95,62.5,High,High,False,High,0.005302477814211886,0.02459475026276894,0.9701027719230192,False,1184,437376,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,LOCAL STREET,6,"1 WALKER ST, DARTMOUTH",2026-01-19 12:00:00,235,False,False,False,False,none,,,,,,False,0.0,-7073249.959,5571728.885,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low."
96,62.5,High,High,False,High,0.022895039406577812,0.10992496356766687,0.8671799970257553,False,1184,462313,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,ARTERIAL,8,"5534 NORTH ST, HALIFAX",2026-08-18 12:00:00,24,False,False,False,False,med,Amur Corktree,3.0,True,False,3.0,True,0.5,-7079010.8,5567642.359,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low. Factors: arterial road, under wires Amur Corktree at site."
97,62.3,High,High,False,High,0.007491076520090838,0.024394717620482984,0.9681142058594261,False,1184,438227,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,,6,"84 MAIN ST, DARTMOUTH, B2X 1R5",2026-01-26 12:00:00,228,False,False,False,False,none,,,,,,False,0.0,-7073588.096,5571445.346,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low."
98,62.2,High,High,False,High,0.006386142708817245,0.04183239687940131,0.9517814604117816,False,1184,433342,TRN_SECTRAV,Asphalt Crosswalk - Asphalt Repair,OPEN,Ordinary Wear,LOCAL STREET,6,"29 TOBERMORY RD, DARTMOUTH",2025-12-08 12:00:00,277,False,False,False,False,low,,,,,3.0,True,0.0,-7072535.422,5573342.045,"Kept High. Of 1,184 closed 'Asphalt Crosswalk - Asphalt Repair' WOs, HRM rated 94% High / 5% Medium / 1% Low."
